Season,Episode,Character,Appearance_Type
14,A Lot Going on Upstairs,Ernie the Giant Chicken,Also Appearing
14,A Lot Going on Upstairs,Herbert,Also Appearing
14,A Lot Going on Upstairs,Consuela,Also Appearing
14,A Lot Going on Upstairs,Ollie Williams,Also Appearing
14,A Lot Going on Upstairs,Angela,Also Appearing
14,A Lot Going on Upstairs,Tricia Takanawa,Also Appearing
14,A Lot Going on Upstairs,Jerome,Also Appearing
14,A Lot Going on Upstairs,Mort,Also Appearing
14,A Lot Going on Upstairs,Mayor Adam West,Also Appearing
14,A Lot Going on Upstairs,Opie,Also Appearing
14,A Lot Going on Upstairs,Obie,Also Appearing
14,A Lot Going on Upstairs,Carter Pewterschmidt,Also Appearing
14,A Lot Going on Upstairs,Miss Tammy,Also Appearing
14,A Lot Going on Upstairs,Elmo,Also Appearing
14,A Lot Going on Upstairs,Lauren Graham,Also Appearing
14,A Lot Going on Upstairs,Alexis Bledel,Also Appearing
14,A Lot Going on Upstairs,Glenn Close,Also Appearing
14,A Lot Going on Upstairs,The Dovells,Also Appearing
14,The Heartbreak Dog,Lois Griffin,Also Appearing
14,The Heartbreak Dog,Stewie Griffin,Also Appearing
14,The Heartbreak Dog,Chris Griffin,Also Appearing
14,The Heartbreak Dog,Peter Griffin,Also Appearing
14,The Heartbreak Dog,Joe Swanson,Also Appearing
14,The Heartbreak Dog,Kevin Swanson,Also Appearing
14,The Heartbreak Dog,Quagmire,Also Appearing
14,The Heartbreak Dog,Cleveland Brown,Also Appearing
14,The Heartbreak Dog,Donna,Also Appearing
14,The Heartbreak Dog,Roberta,Also Appearing
14,The Heartbreak Dog,Mort,Also Appearing
14,The Heartbreak Dog,Principal Shepherd,Also Appearing
14,The Heartbreak Dog,Mayor Adam West,Also Appearing
14,The Heartbreak Dog,Seamus Levine,Also Appearing
14,The Heartbreak Dog,Mrs. West,Also Appearing
14,The Heartbreak Dog,Mrs. Abbott,Also Appearing
14,The Heartbreak Dog,Mrs. Parkers,Also Appearing
14,The Heartbreak Dog,Jerry,Also Appearing
14,The Heartbreak Dog,Mr. Spock,Also Appearing
14,The Heartbreak Dog,V.I.C.I.,Also Appearing
14,The Heartbreak Dog,Ted Lawson,Also Appearing
14,The Heartbreak Dog,Juliette Lewis,Also Appearing
14,Take a Letter,Meg Griffin,Also Appearing
14,Take a Letter,Chris Griffin,Also Appearing
14,Take a Letter,Stewie Griffin,Also Appearing
14,Take a Letter,Brian Griffin,Also Appearing
14,Take a Letter,Cleveland Brown,Also Appearing
14,Take a Letter,Bonnie Swanson,Also Appearing
14,Take a Letter,Carter,Also Appearing
14,Take a Letter,Seamus,Also Appearing
14,Take a Letter,Herbert,Also Appearing
14,Take a Letter,Mayor Adam West,Also Appearing
14,Take a Letter,Chadley,Also Appearing
14,Take a Letter,Larry,Also Appearing
14,Take a Letter,Achilles,Also Appearing
14,Take a Letter,Testiclles,Also Appearing
14,Take a Letter,Stanley Tucci,Also Appearing
14,Take a Letter,Judd Hirsch,Also Appearing
14,Take a Letter,AC/DC,Also Appearing
14,Take a Letter,Franklin Delano Roosevelt,Also Appearing
14,The New Adventures of Old Tom,Lois Griffin,Also Appearing
14,The New Adventures of Old Tom,Meg Griffin,Also Appearing
14,The New Adventures of Old Tom,Chris Griffin,Also Appearing
14,The New Adventures of Old Tom,Brian Griffin,Also Appearing
14,The New Adventures of Old Tom,Stewie Griffin,Also Appearing
14,The New Adventures of Old Tom,Quagmire,Also Appearing
14,The New Adventures of Old Tom,Joe Swanson,Also Appearing
14,The New Adventures of Old Tom,Bonnie Swanson,Also Appearing
14,The New Adventures of Old Tom,Cleveland Brown,Also Appearing
14,The New Adventures of Old Tom,Donna,Also Appearing
14,The New Adventures of Old Tom,Mort,Also Appearing
14,The New Adventures of Old Tom,Jerome,Also Appearing
14,The New Adventures of Old Tom,Shelby,Also Appearing
14,The New Adventures of Old Tom,Dallas Portland,Also Appearing
14,The New Adventures of Old Tom,Ken,Also Appearing
14,The New Adventures of Old Tom,George Washington,Also Appearing
14,The New Adventures of Old Tom,Thomas Jefferson,Also Appearing
14,The New Adventures of Old Tom,Abraham Lincoln,Also Appearing
14,The New Adventures of Old Tom,Theodore Roosevelt,Also Appearing
14,The New Adventures of Old Tom,Michael Douglas,Also Appearing
14,The New Adventures of Old Tom,Drew Carey,Also Appearing
14,The New Adventures of Old Tom,Charlie Rose,Also Appearing
14,The New Adventures of Old Tom,Billy Zane,Also Appearing
14,"Run, Chris, Run",Lois Griffin,Also Appearing
14,"Run, Chris, Run",Stewie Griffin,Also Appearing
14,"Run, Chris, Run",Brian Griffin,Also Appearing
14,"Run, Chris, Run",Meg Griffin,Also Appearing
14,"Run, Chris, Run",Peter Griffin,Also Appearing
14,"Run, Chris, Run",Cleveland Brown,Also Appearing
14,"Run, Chris, Run",Joe Swanson,Also Appearing
14,"Run, Chris, Run",Quagmire,Also Appearing
14,"Run, Chris, Run",Jerome,Also Appearing
14,"Run, Chris, Run",Neil Goldman,Also Appearing
14,"Run, Chris, Run",Principal Shepherd,Also Appearing
14,"Run, Chris, Run",Dr. Hartman,Also Appearing
14,"Run, Chris, Run",Herbert,Also Appearing
14,"Run, Chris, Run",Kathleen Fitzpatrick,Also Appearing
14,"Run, Chris, Run",Tyler,Also Appearing
14,"Run, Chris, Run",Digger,Also Appearing
14,"Run, Chris, Run",One Direction,Also Appearing
14,"Run, Chris, Run",Simon Cowell,Also Appearing
14,"Run, Chris, Run",The Decemberists,Also Appearing
14,"Run, Chris, Run",Jason Bourne,Also Appearing
14,Road to India,Lois Griffin,Also Appearing
14,Road to India,Meg Griffin,Also Appearing
14,Road to India,Chris Griffin,Also Appearing
14,Road to India,Peter Griffin,Also Appearing
14,Road to India,Joe Swanson,Also Appearing
14,Road to India,Angela,Also Appearing
14,Road to India,Consuela,Also Appearing
14,Road to India,Ganesha,Also Appearing
14,Road to India,Padma,Also Appearing
14,Road to India,Ranita,Also Appearing
14,Road to India,Dhiraj,Also Appearing
14,Road to India,Abduwali Muse,Also Appearing
14,Road to India,Prem Kumar,Also Appearing
14,Road to India,Jeb Bush,Also Appearing
14,Road to India,William Shakespeare,Also Appearing
14,Road to India,Gwyneth Paltrow,Also Appearing
14,Road to India,Tom Brady,Also Appearing
15,The Boys in the Band,Peter Griffin,Also Appearing
15,The Boys in the Band,Lois Griffin,Also Appearing
15,The Boys in the Band,Meg Griffin,Also Appearing
15,The Boys in the Band,Chris Griffin,Also Appearing
15,The Boys in the Band,Quagmire,Also Appearing
15,The Boys in the Band,Carter Pewterschmidt,Also Appearing
15,The Boys in the Band,Olivia Fuller,Also Appearing
15,The Boys in the Band,Vinny,Also Appearing
15,The Boys in the Band,Hannah,Also Appearing
15,The Boys in the Band,Butch,Also Appearing
15,The Boys in the Band,Ashley,Also Appearing
15,The Boys in the Band,The Turtlenecks,Also Appearing
15,The Boys in the Band,Mrs. Wong,Also Appearing
15,The Boys in the Band,Willy Wonka,Also Appearing
15,The Boys in the Band,Charlie Bucket,Also Appearing
15,The Boys in the Band,Grandpa Joe,Also Appearing
15,The Boys in the Band,Kermit the Frog,Also Appearing
15,The Boys in the Band,Miss Piggy,Also Appearing
15,The Boys in the Band,Scooter,Also Appearing
15,The Boys in the Band,The cast of Cheers,Also Appearing
15,The Boys in the Band,Frankenstein's Monster,Also Appearing
15,Bookie of the Year,Lois Griffin,Also Appearing
15,Bookie of the Year,Peter Griffin,Also Appearing
15,Bookie of the Year,Meg Griffin,Also Appearing
15,Bookie of the Year,Brian Griffin,Also Appearing
15,Bookie of the Year,Stewie Griffin,Also Appearing
15,Bookie of the Year,Joe Swanson,Also Appearing
15,Bookie of the Year,Cleveland Brown,Also Appearing
15,Bookie of the Year,Quagmire,Also Appearing
15,Bookie of the Year,Rupert,Also Appearing
15,Bookie of the Year,Bruce,Also Appearing
15,Bookie of the Year,Mayor Adam West,Also Appearing
15,Bookie of the Year,Herbert,Also Appearing
15,Bookie of the Year,Tom Tucker,Also Appearing
15,Bookie of the Year,Principal Shepherd,Also Appearing
15,Bookie of the Year,Coach Doyle,Also Appearing
15,Bookie of the Year,Evan,Also Appearing
15,Bookie of the Year,The cast of The Sopranos,Also Appearing
15,Bookie of the Year,The Pope,Also Appearing
15,Bookie of the Year,Beyoncé,Also Appearing
15,Bookie of the Year,Solange Knowles,Also Appearing
15,Bookie of the Year,Jay Z,Also Appearing
15,Bookie of the Year,Prince Charles,Also Appearing
15,Bookie of the Year,Queen Elizabeth II,Also Appearing
15,Bookie of the Year,Prince William,Also Appearing
15,Bookie of the Year,Kate Middleton,Also Appearing
15,Bookie of the Year,Frank Sinatra,Also Appearing
15,Bookie of the Year,Jr.,Also Appearing
15,American Gigg-olo,Peter Griffin,Also Appearing
15,American Gigg-olo,Lois Griffin,Also Appearing
15,American Gigg-olo,Meg Griffin,Also Appearing
15,American Gigg-olo,Chris Griffin,Also Appearing
15,American Gigg-olo,Brian Griffin,Also Appearing
15,American Gigg-olo,Stewie Griffin,Also Appearing
15,American Gigg-olo,Cleveland Brown,Also Appearing
15,American Gigg-olo,Joe Swanson,Also Appearing
15,American Gigg-olo,Rupert,Also Appearing
15,American Gigg-olo,Tom Tucker,Also Appearing
15,American Gigg-olo,Who Else But Quagmire Guy,Also Appearing
15,American Gigg-olo,Robin,Also Appearing
15,American Gigg-olo,Denise,Also Appearing
15,American Gigg-olo,Carlos,Also Appearing
15,American Gigg-olo,Luis,Also Appearing
15,American Gigg-olo,Donald Trump,Also Appearing
15,Inside Family Guy,Lois Griffin,Also Appearing
15,Inside Family Guy,Meg Griffin,Also Appearing
15,Inside Family Guy,Chris Griffin,Also Appearing
15,Inside Family Guy,Stewie Griffin,Also Appearing
15,Inside Family Guy,Brian Griffin,Also Appearing
15,Inside Family Guy,Quagmire,Also Appearing
15,Inside Family Guy,Joe Swanson,Also Appearing
15,Inside Family Guy,Bonnie Swanson,Also Appearing
15,Inside Family Guy,Cleveland Brown,Also Appearing
15,Inside Family Guy,Herbert,Also Appearing
15,Inside Family Guy,Mayor Adam West,Also Appearing
15,Inside Family Guy,Greased-up Deaf Guy,Also Appearing
15,Inside Family Guy,Kool-Aid Man,Also Appearing
15,Inside Family Guy,Live Studio Ostrich,Also Appearing
15,Inside Family Guy,Ernie the Giant Chicken,Also Appearing
15,Inside Family Guy,Dr. Hartman,Also Appearing
15,Inside Family Guy,Smitty,Also Appearing
15,Inside Family Guy,James,Also Appearing
15,Inside Family Guy,Minions,Also Appearing
15,Inside Family Guy,Kermit the Frog,Also Appearing
15,Inside Family Guy,Doctor Who,Also Appearing
15,Inside Family Guy,Dana Walden,Also Appearing
15,Inside Family Guy,Gary Newman,Also Appearing
15,Inside Family Guy,Osama bin Laden,Also Appearing
15,Inside Family Guy,David Spade,Also Appearing
15,Inside Family Guy,Manny Delgado,Also Appearing
15,Inside Family Guy,Jay Pritchett,Also Appearing
15,Inside Family Guy,Gene Simmons,Also Appearing
15,Inside Family Guy,Ryan Reynolds,Also Appearing
15,Inside Family Guy,Liam Neeson,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Peter Griffin,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Lois Griffin,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Meg Griffin,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Brian Griffin,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Stewie Griffin,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Quagmire,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Joe Swanson,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Bonnie Swanson,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Cleveland Brown,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Donna,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Rallo,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Carter,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Babs,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Mort,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Neil Goldman,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Seamus,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Rupert,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Tom Tucker,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Principal Shepherd,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Kara Morris,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Brenda McGuire,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Morty,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Zack Morris,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Kanye West,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Bill Cosby,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Judd Hirsch,Also Appearing
15,"Chris Has Got a Date, Date, Date, Date, Date",Taylor Swift,Also Appearing
15,Hot Shots,Meg Griffin,Also Appearing
15,Hot Shots,Chris Griffin,Also Appearing
15,Hot Shots,Rupert,Also Appearing
15,Hot Shots,Brian Griffin,Also Appearing
15,Hot Shots,Cleveland Brown,Also Appearing
15,Hot Shots,Quagmire,Also Appearing
15,Hot Shots,Joe Swanson,Also Appearing
15,Hot Shots,Dr. Hartman,Also Appearing
15,Hot Shots,Miss Tammy,Also Appearing
15,Hot Shots,Derek,Also Appearing
15,Hot Shots,Henry Thomas,Also Appearing
15,Hot Shots,Billy,Also Appearing
15,Hot Shots,Marmaduke,Also Appearing
15,Hot Shots,Bat Damon,Also Appearing
15,Hot Shots,Sean Penn,Also Appearing
15,Hot Shots,Jenny McCarthy,Also Appearing
15,Hot Shots,Michelle Williams,Also Appearing
15,Hot Shots,Carey Mulligan,Also Appearing
15,Hot Shots,John Goodman,Also Appearing
15,High School English,Mort,Also Appearing
15,High School English,RJ,Also Appearing
15,High School English,Satan,Also Appearing
15,High School English,Mark Twain,Also Appearing
15,High School English,Rush,Also Appearing
15,Carter and Tricia,Brian Griffin,Also Appearing
15,Carter and Tricia,Stewie Griffin,Also Appearing
15,Carter and Tricia,Lois Griffin,Also Appearing
15,Carter and Tricia,Meg Griffin,Also Appearing
15,Carter and Tricia,Chris Griffin,Also Appearing
15,Carter and Tricia,Joe Swanson,Also Appearing
15,Carter and Tricia,Quagmire,Also Appearing
15,Carter and Tricia,Angela,Also Appearing
15,Carter and Tricia,Tom Tucker,Also Appearing
15,Carter and Tricia,Joyce Kinney,Also Appearing
15,Carter and Tricia,Ollie Williams,Also Appearing
15,Carter and Tricia,Jesus Christ,Also Appearing
15,Carter and Tricia,Billy Christ,Also Appearing
15,Carter and Tricia,Irene Takanawa,Also Appearing
15,Carter and Tricia,Frankenstein's Monster,Also Appearing
15,Carter and Tricia,Dr. Frankenstein,Also Appearing
15,Carter and Tricia,Igor,Also Appearing
15,Carter and Tricia,Indiana Jones,Also Appearing
15,Carter and Tricia,John Schnatter,Also Appearing
15,Carter and Tricia,Robert Baden-Powell,Also Appearing
15,How the Griffin Stole Christmas,Stewie Griffin,Also Appearing
15,How the Griffin Stole Christmas,Brian Griffin,Also Appearing
15,How the Griffin Stole Christmas,Lois Griffin,Also Appearing
15,How the Griffin Stole Christmas,Meg Griffin,Also Appearing
15,How the Griffin Stole Christmas,Chris Griffin,Also Appearing
15,How the Griffin Stole Christmas,Quagmire,Also Appearing
15,How the Griffin Stole Christmas,Joe Swanson,Also Appearing
15,How the Griffin Stole Christmas,Bonnie Swanson,Also Appearing
15,How the Griffin Stole Christmas,Susie,Also Appearing
15,How the Griffin Stole Christmas,Cleveland Brown,Also Appearing
15,How the Griffin Stole Christmas,Donna,Also Appearing
15,How the Griffin Stole Christmas,Rallo,Also Appearing
15,How the Griffin Stole Christmas,Jr.,Also Appearing
15,How the Griffin Stole Christmas,Roberta,Also Appearing
15,How the Griffin Stole Christmas,Mayor Adam West,Also Appearing
15,How the Griffin Stole Christmas,Rupert,Also Appearing
15,How the Griffin Stole Christmas,Jesus,Also Appearing
15,How the Griffin Stole Christmas,The Virgin Mary,Also Appearing
15,How the Griffin Stole Christmas,Joseph,Also Appearing
15,How the Griffin Stole Christmas,The Little Drummer Boy,Also Appearing
15,How the Griffin Stole Christmas,The Three Wisemen,Also Appearing
15,How the Griffin Stole Christmas,Santa Claus,Also Appearing
15,How the Griffin Stole Christmas,Gail Devaraux,Also Appearing
15,How the Griffin Stole Christmas,Warren,Also Appearing
15,How the Griffin Stole Christmas,Dora the Explorer,Also Appearing
15,How the Griffin Stole Christmas,Cindy,Also Appearing
15,How the Griffin Stole Christmas,David Lynch,Also Appearing
15,How the Griffin Stole Christmas,Bill Cosby,Also Appearing
15,Passenger Fatty-Seven,Lois Griffin,Also Appearing
15,Passenger Fatty-Seven,Stewie Griffin,Also Appearing
15,Passenger Fatty-Seven,Chris Griffin,Also Appearing
15,Passenger Fatty-Seven,Meg Griffin,Also Appearing
15,Passenger Fatty-Seven,Brian Griffin,Also Appearing
15,Passenger Fatty-Seven,Tom Tucker,Also Appearing
15,Passenger Fatty-Seven,Donna,Also Appearing
15,Passenger Fatty-Seven,Rallo,Also Appearing
15,Passenger Fatty-Seven,Roberta,Also Appearing
15,Passenger Fatty-Seven,Jr.,Also Appearing
15,Passenger Fatty-Seven,Bonnie Swanson,Also Appearing
15,Passenger Fatty-Seven,Susie,Also Appearing
15,Passenger Fatty-Seven,Ida Davis,Also Appearing
15,Passenger Fatty-Seven,Jimmy,Also Appearing
15,Passenger Fatty-Seven,Ulysses S. Grant,Also Appearing
15,Passenger Fatty-Seven,Robert E. Lee,Also Appearing
15,Passenger Fatty-Seven,Frank Caliendo,Also Appearing
15,Passenger Fatty-Seven,Henry Ford,Also Appearing
15,Passenger Fatty-Seven,Stephen Curry,Also Appearing
15,Gronkowsbees,Stewie Griffin,Also Appearing
15,Gronkowsbees,Brian Griffin,Also Appearing
15,Gronkowsbees,Lois Griffin,Also Appearing
15,Gronkowsbees,Meg Griffin,Also Appearing
15,Gronkowsbees,Chris Griffin,Also Appearing
15,Gronkowsbees,Quagmire,Also Appearing
15,Gronkowsbees,Joe Swanson,Also Appearing
15,Gronkowsbees,Cleveland Brown,Also Appearing
15,Gronkowsbees,Jerome,Also Appearing
15,Gronkowsbees,Mort,Also Appearing
15,Gronkowsbees,Tom Tucker,Also Appearing
15,Gronkowsbees,Mayor Adam West,Also Appearing
15,Gronkowsbees,Father O'Leary,Also Appearing
15,Gronkowsbees,Marley,Also Appearing
15,Gronkowsbees,Lizzy Caplan,Also Appearing
15,Gronkowsbees,Lou Ferrigno,Also Appearing
15,Gronkowsbees,Dan Cortese,Also Appearing
15,Gronkowsbees,Barry Bonds,Also Appearing
15,Gronkowsbees,Dan Gronkowski,Also Appearing
15,Gronkowsbees,Glenn Gronkowski,Also Appearing
15,Gronkowsbees,Gordon Gronkowski,Also Appearing
15,Gronkowsbees,Gordie Gronkowski,Also Appearing
15,Gronkowsbees,Jr.,Also Appearing
15,Peter's Def Jam,Lois Griffin,Also Appearing
15,Peter's Def Jam,Brian Griffin,Also Appearing
15,Peter's Def Jam,Stewie Griffin,Also Appearing
15,Peter's Def Jam,Chris Griffin,Also Appearing
15,Peter's Def Jam,Meg Griffin,Also Appearing
15,Peter's Def Jam,Quagmire,Also Appearing
15,Peter's Def Jam,Joe Swanson,Also Appearing
15,Peter's Def Jam,Cleveland Brown,Also Appearing
15,Peter's Def Jam,Dr. Hartman,Also Appearing
15,Peter's Def Jam,Stella,Also Appearing
15,Peter's Def Jam,Georgie,Also Appearing
15,Peter's Def Jam,Garfield,Also Appearing
15,Peter's Def Jam,Jon Arbuckle,Also Appearing
15,Peter's Def Jam,Mickey Mouse,Also Appearing
15,Peter's Def Jam,Tom Sizemore,Also Appearing
15,Peter's Def Jam,Larry Bird,Also Appearing
15,Peter's Def Jam,Flea,Also Appearing
15,The Finer Strings,Lois Griffin,Also Appearing
15,The Finer Strings,Meg Griffin,Also Appearing
15,The Finer Strings,Stewie Griffin,Also Appearing
15,The Finer Strings,Brian Griffin,Also Appearing
15,The Finer Strings,Chris Griffin,Also Appearing
15,The Finer Strings,Joe Swanson,Also Appearing
15,The Finer Strings,Quagmire,Also Appearing
15,The Finer Strings,Cleveland Brown,Also Appearing
15,The Finer Strings,Carter,Also Appearing
15,The Finer Strings,Babs,Also Appearing
15,The Finer Strings,Rupert,Also Appearing
15,The Finer Strings,Dr. Hartman,Also Appearing
15,The Finer Strings,Principal Shepherd,Also Appearing
15,The Finer Strings,Ruth,Also Appearing
15,The Finer Strings,Patty,Also Appearing
15,The Finer Strings,Mr. Washee Washee,Also Appearing
15,The Finer Strings,Evelyn Fong,Also Appearing
15,The Finer Strings,Buzz Lightyear,Also Appearing
15,The Finer Strings,Woody,Also Appearing
15,The Finer Strings,Bo Peep,Also Appearing
15,The Finer Strings,Waldo,Also Appearing
15,The Finer Strings,King Arthur,Also Appearing
15,The Finer Strings,Carrot Top,Also Appearing
15,The Finer Strings,Kathy Bates,Also Appearing
15,The Dating Game,Stewie Griffin,Also Appearing
15,The Dating Game,Lois Griffin,Also Appearing
15,The Dating Game,Brian Griffin,Also Appearing
15,The Dating Game,Peter Griffin,Also Appearing
15,The Dating Game,Joe Swanson,Also Appearing
15,The Dating Game,Cleveland Brown,Also Appearing
15,The Dating Game,Bonnie Swanson,Also Appearing
15,The Dating Game,Donna,Also Appearing
15,The Dating Game,Jerome,Also Appearing
15,The Dating Game,Rupert,Also Appearing
15,The Dating Game,Mort,Also Appearing
15,The Dating Game,Mayor Adam West,Also Appearing
15,The Dating Game,Al Harrington,Also Appearing
15,The Dating Game,Seamus,Also Appearing
15,The Dating Game,Carl,Also Appearing
15,The Dating Game,Dr. Hartman,Also Appearing
15,The Dating Game,Tom Tucker,Also Appearing
15,The Dating Game,Joyce Kinney,Also Appearing
15,The Dating Game,Miss Tammy,Also Appearing
15,The Dating Game,Jesus,Also Appearing
15,The Dating Game,Courtney,Also Appearing
15,The Dating Game,Heather,Also Appearing
15,The Dating Game,Sandra,Also Appearing
15,The Dating Game,Scott Baio,Also Appearing
15,The Dating Game,Scott Caan,Also Appearing
15,The Dating Game,Scott Storch,Also Appearing
15,The Dating Game,Gérard Depardieu,Also Appearing
15,The Dating Game,Queen Elizabeth II,Also Appearing
15,Cop and a Half-wit,Brian Griffin,Also Appearing
15,Cop and a Half-wit,Stewie Griffin,Also Appearing
15,Cop and a Half-wit,Chris Griffin,Also Appearing
15,Cop and a Half-wit,Meg Griffin,Also Appearing
15,Cop and a Half-wit,Lois Griffin,Also Appearing
15,Cop and a Half-wit,Quagmire,Also Appearing
15,Cop and a Half-wit,Cleveland Brown,Also Appearing
15,Cop and a Half-wit,Bonnie Swanson,Also Appearing
15,Cop and a Half-wit,Rupert,Also Appearing
15,Cop and a Half-wit,Carl,Also Appearing
15,Cop and a Half-wit,Mayor Adam West,Also Appearing
15,Cop and a Half-wit,Tom Tucker,Also Appearing
15,Cop and a Half-wit,Lt. Nibbles,Also Appearing
15,Cop and a Half-wit,Coach Herrera,Also Appearing
15,Cop and a Half-wit,Harold,Also Appearing
15,Cop and a Half-wit,Max & Ken,Also Appearing
15,Cop and a Half-wit,Larry,Also Appearing
15,Cop and a Half-wit,Bart,Also Appearing
15,Cop and a Half-wit,Lisa,Also Appearing
15,Cop and a Half-wit,Maggie,Also Appearing
15,Cop and a Half-wit,Homer,Also Appearing
15,Cop and a Half-wit,Marge Simpson,Also Appearing
15,Cop and a Half-wit,Arnold Schwarzenegger,Also Appearing
15,Cop and a Half-wit,Maria Shriver,Also Appearing
15,Cop and a Half-wit,Dave Matthews,Also Appearing
15,Cop and a Half-wit,David Lee Roth,Also Appearing
15,Cop and a Half-wit,Orson Welles,Also Appearing
15,Saturated Fat Guy,Lois Griffin,Also Appearing
15,Saturated Fat Guy,Meg Griffin,Also Appearing
15,Saturated Fat Guy,Chris Griffin,Also Appearing
15,Saturated Fat Guy,Stewie Griffin,Also Appearing
15,Saturated Fat Guy,Brian Griffin,Also Appearing
15,Saturated Fat Guy,Quagmire,Also Appearing
15,Saturated Fat Guy,Cleveland Brown,Also Appearing
15,Saturated Fat Guy,Joe Swanson,Also Appearing
15,Saturated Fat Guy,Neil,Also Appearing
15,Saturated Fat Guy,Patty,Also Appearing
15,Saturated Fat Guy,Ruth,Also Appearing
15,Saturated Fat Guy,Esther,Also Appearing
15,Saturated Fat Guy,Carl,Also Appearing
15,Saturated Fat Guy,Tom Tucker,Also Appearing
15,Saturated Fat Guy,Tricia Takanawa,Also Appearing
15,Saturated Fat Guy,Elmer Hartman,Also Appearing
15,Saturated Fat Guy,Bruce,Also Appearing
15,Saturated Fat Guy,Droopy Dog,Also Appearing
15,Saturated Fat Guy,Winnie-the-Pooh,Also Appearing
15,Saturated Fat Guy,Steven McCormick,Also Appearing
15,Saturated Fat Guy,Quahog Thugs,Also Appearing
15,Saturated Fat Guy,Medford Dumpcakes,Also Appearing
15,Saturated Fat Guy,Juanita,Also Appearing
15,Saturated Fat Guy,Billy Corgan,Also Appearing
15,Saturated Fat Guy,Brigitte Nielsen,Also Appearing
15,Peter's Lost Youth,Meg Griffin,Also Appearing
15,Peter's Lost Youth,Stewie Griffin,Also Appearing
15,Peter's Lost Youth,Chris Griffin,Also Appearing
15,Peter's Lost Youth,Brian Griffin,Also Appearing
15,Peter's Lost Youth,Quagmire,Also Appearing
15,Peter's Lost Youth,Joe Swanson,Also Appearing
15,Peter's Lost Youth,Cleveland Brown,Also Appearing
15,Peter's Lost Youth,Rupert,Also Appearing
15,Peter's Lost Youth,Angela,Also Appearing
15,Peter's Lost Youth,Shelly,Also Appearing
15,Peter's Lost Youth,Mike,Also Appearing
15,Peter's Lost Youth,Wade Boggs,Also Appearing
15,Peter's Lost Youth,David Ortiz,Also Appearing
15,Peter's Lost Youth,Pedro Martínez,Also Appearing
15,Peter's Lost Youth,Ted Williams,Also Appearing
15,The Peter Principal,Lois Griffin,Also Appearing
15,The Peter Principal,Chris Griffin,Also Appearing
15,The Peter Principal,Brian Griffin,Also Appearing
15,The Peter Principal,Stewie Griffin,Also Appearing
15,The Peter Principal,Connie D'Amico,Also Appearing
15,The Peter Principal,Esther,Also Appearing
15,The Peter Principal,Ruth,Also Appearing
15,The Peter Principal,Patty,Also Appearing
15,The Peter Principal,Neil,Also Appearing
15,The Peter Principal,Jeff Banfield,Also Appearing
15,The Peter Principal,Mayor Adam West,Also Appearing
15,The Peter Principal,Principal Shepherd,Also Appearing
15,The Peter Principal,Cookie Monster,Also Appearing
15,The Peter Principal,Big Bird,Also Appearing
15,The Peter Principal,Art Garfunkel,Also Appearing
15,The Peter Principal,Paul Simon,Also Appearing
15,The Peter Principal,George Takei,Also Appearing
15,The Peter Principal,Lamar Odom,Also Appearing
15,Dearly Deported,Peter Griffin,Also Appearing
15,Dearly Deported,Meg Griffin,Also Appearing
15,Dearly Deported,Stewie Griffin,Also Appearing
15,Dearly Deported,Brian Griffin,Also Appearing
15,Dearly Deported,Quagmire,Also Appearing
15,Dearly Deported,Rupert,Also Appearing
15,Dearly Deported,Mayor Adam West,Also Appearing
15,Dearly Deported,Consuela,Also Appearing
15,Dearly Deported,Juan,Also Appearing
15,Dearly Deported,Two,Also Appearing
15,Dearly Deported,Phil & Ashley,Also Appearing
15,Dearly Deported,Mark Cuban,Also Appearing
15,A House Full of Peters,Brian Griffin,Also Appearing
15,A House Full of Peters,Stewie Griffin,Also Appearing
